sequence_id,material,quality_score,snr,drift_slope,saturation_ratio,force_anomaly_ratio,spc_out_of_control_ratio,iso_label,iso_score,mahal_label,mahal_score
material_0700060_position_1_sensor_3,Plastic_Rubber,77.1767,16.72976003368792,-0.1108175391901566,0.0,0.0,0.0,1,0.144935,1,-8.799227
material_0700060_position_2_sensor_1,Plastic_Rubber,78.9291,19.07813273869096,-0.0724653543709158,0.0,0.0,0.0,1,0.112198,1,-20.023042
material_0700060_position_2_sensor_2,Plastic_Rubber,77.4314,19.35333799482513,0.1751717377706285,0.0,0.0,0.0,1,0.116879,1,-17.557396
material_0700060_position_2_sensor_3,Plastic_Rubber,77.4048,16.97042248676904,-0.103828645195058,0.0,0.0,0.0,1,0.12744,1,-9.965199
material_0700060_position_3_sensor_1,Plastic_Rubber,76.5182,18.635007637029563,-0.2106471146726933,0.0,0.0,0.0,1,0.101002,1,-22.03869
material_0700060_position_3_sensor_2,Plastic_Rubber,77.5944,21.1930499751158,-0.221287425321691,0.0,0.0,0.0,1,0.090186,1,-22.270652
material_0700060_position_3_sensor_3,Plastic_Rubber,53.0953,16.232223849174904,-0.3524894844005304,0.0,0.0625,0.0625,1,0.102998,1,-17.970488
material_0700060_position_4_sensor_1,Plastic_Rubber,55.2399,18.38934978380204,-0.2835881028518185,0.0,0.0625,0.0625,1,0.087547,1,-18.824476
material_0700060_position_4_sensor_2,Plastic_Rubber,56.825,8.763147086870651,-0.2035835838567191,0.0,0.0,0.0625,1,0.007153,-1,-69.474757
material_0700060_position_4_sensor_3,Plastic_Rubber,51.2789,11.67098607981892,-0.327065969030844,0.0,0.0625,0.0625,-1,-0.029467,-1,-74.244815
material_0700070_position_1_sensor_1,Plastic_Rubber,65.3387,17.926519350786315,0.0039850824227238,0.0,0.0,0.0588235294117647,1,0.088873,1,-10.017645
material_0700070_position_1_sensor_2,Plastic_Rubber,63.6333,16.449998040934467,0.0105550449346411,0.0,0.0,0.0625,1,0.116116,1,-10.53238
material_0700070_position_1_sensor_3,Plastic_Rubber,100.0,60.0,0.0,0.0,,,1,0.033572,-1,-246.131174
material_0700070_position_2_sensor_1,Plastic_Rubber,61.8563,16.246007560997946,-0.1717021787556203,0.0,0.0,0.0588235294117647,1,0.104192,1,-11.306785
material_0700070_position_2_sensor_2,Plastic_Rubber,59.1261,18.690097722577264,0.3629158018024908,0.0,0.0,0.0625,1,0.00036,-1,-90.880106
material_0700070_position_2_sensor_3,Plastic_Rubber,62.8122,17.360765072797953,-0.0901487215328844,0.0,0.0,0.0625,1,0.117058,1,-15.330064
material_0700070_position_3_sensor_1,Plastic_Rubber,77.5567,17.852740349334052,0.121305418326184,0.0,0.0,0.0,1,0.102592,1,-9.367498
material_0700070_position_3_sensor_2,Plastic_Rubber,59.9731,20.869889069718276,0.0616485571767752,0.0,0.0625,0.0625,1,0.123285,1,-9.125075
material_0700070_position_3_sensor_3,Plastic_Rubber,52.5853,9.425287949299465,0.1760126905254289,0.0,0.0625,0.0625,1,0.043334,1,-38.437586
material_0700070_position_4_sensor_1,Plastic_Rubber,39.1803,11.185057816676611,0.759019891876021,0.0,0.125,0.0625,-1,-0.025191,-1,-72.058772
material_0700070_position_4_sensor_2,Plastic_Rubber,59.4334,20.42825727632668,0.0820913181678913,0.0,0.0625,0.0625,1,0.110969,1,-10.153863
material_0700070_position_4_sensor_3,Plastic_Rubber,76.7281,17.41091692156792,0.1599268168530427,0.0,0.0,0.0,1,0.123936,1,-10.314004
material_0700070_position_5_sensor_1,Plastic_Rubber,78.7177,19.313360315344767,0.0929797028186254,0.0,0.0,0.0,1,0.08108,1,-21.498857
material_0700070_position_5_sensor_2,Plastic_Rubber,66.2003,22.31773684797412,-0.0287591161790236,0.0,0.0,0.0625,1,0.078453,1,-27.872915
material_0700070_position_5_sensor_3,Plastic_Rubber,79.8053,20.549097741118057,0.0623801556755487,0.0,0.0,0.0,1,0.05815,1,-33.532306
material_0700070_position_6_sensor_1,Plastic_Rubber,70.3062,13.443310971882418,0.1278612244051249,0.0,0.0625,0.0,1,0.078721,1,-24.999705
material_0700070_position_6_sensor_2,Plastic_Rubber,60.6978,21.762569516610863,-0.0433800120634204,0.0,0.0625,0.0625,1,0.058274,1,-31.125597
material_0700070_position_6_sensor_3,Plastic_Rubber,60.1297,20.25839362549564,0.0330511913424223,0.0,0.0625,0.0625,1,0.109197,1,-20.383397
material_0700070_position_7_sensor_1,Plastic_Rubber,59.6742,19.231527766053592,0.0302611235574925,0.0,0.0625,0.0625,1,0.090645,1,-18.978401
material_0700070_position_7_sensor_2,Plastic_Rubber,80.8207,21.81975240876367,-0.0373966503267983,0.0,0.0,0.0,1,0.047786,1,-28.685348
material_0700070_position_7_sensor_3,Plastic_Rubber,58.922,19.844800266479982,0.0963994778901139,0.0,0.0625,0.0625,1,0.100649,1,-18.730177
material_0700080_position_1_sensor_1,Plastic_Rubber,57.1332,15.1598808321842,0.0654485581341894,0.0,0.0625,0.0625,1,0.107912,1,-14.353374
material_0700080_position_1_sensor_2,Plastic_Rubber,55.6543,20.65206963491997,0.0120946547564315,0.0,0.125,0.0625,1,0.09914,1,-18.809969
material_0700080_position_1_sensor_3,Plastic_Rubber,77.6614,16.48465630639976,0.0727941016901552,0.0,0.0,0.0,-1,-0.093379,-1,-114.043651
material_0700080_position_2_sensor_1,Plastic_Rubber,58.2586,18.27067663049435,0.0899303449244275,0.0,0.0625,0.0625,1,0.100042,1,-16.199291
material_0700080_position_2_sensor_2,Plastic_Rubber,60.4566,20.643830551151854,0.0242850636999562,0.0,0.0625,0.0625,1,0.093899,1,-20.773322
material_0700080_position_2_sensor_3,Plastic_Rubber,77.2157,16.214947433926685,0.0925861369612961,0.0,0.0,0.0,1,0.113682,1,-11.94256
material_0700080_position_3_sensor_1,Plastic_Rubber,57.9878,16.741377504043953,0.0601159636054936,0.0,0.0625,0.0625,-1,-0.038157,-1,-77.037739
material_0700080_position_3_sensor_2,Plastic_Rubber,66.0869,21.169647768526787,-0.0007211977890132,0.0,0.0,0.0625,1,0.059431,1,-25.47454
material_0700080_position_3_sensor_3,Plastic_Rubber,55.7101,11.3763825956588,0.0391017938750995,0.0,0.0625,0.0625,1,0.072649,1,-19.545997
material_0700080_position_4_sensor_1,Plastic_Rubber,57.8069,7.391924084104701,0.0997607421874996,0.0,0.0,0.0625,-1,-0.05876,-1,-109.425955
material_0700080_position_4_sensor_2,Plastic_Rubber,57.9375,15.81600787936644,0.0349279083052472,0.0,0.0625,0.0625,1,0.10048,1,-19.964321
material_0700080_position_4_sensor_3,Plastic_Rubber,62.7935,18.17614319226348,0.1163079778135187,0.0,0.0,0.0625,1,0.117129,1,-15.295952
material_0700080_position_5_sensor_1,Plastic_Rubber,60.1668,19.966192896426048,0.0217629282832896,0.0,0.0625,0.0625,1,0.044562,1,-32.995516
material_0700080_position_5_sensor_2,Plastic_Rubber,76.0215,22.46838516222712,-0.044632274752349,0.0,0.0625,0.0,1,0.049716,-1,-39.590021
material_0700080_position_5_sensor_3,Plastic_Rubber,81.2007,21.419740602364293,0.0012194201899505,0.0,0.0,0.0,1,0.05628,1,-32.893969
material_0700090_position_1_sensor_1,Plastic_Rubber,59.2313,18.037324849364545,0.0215487882327411,0.0,0.0625,0.0625,1,0.109417,1,-9.862297
material_0700090_position_1_sensor_2,Plastic_Rubber,80.5711,20.756792362965548,0.0205386715558595,0.0,0.0,0.0,1,0.111829,1,-16.629363
material_0700090_position_1_sensor_3,Plastic_Rubber,58.3597,18.420338223417613,0.0881469997829863,0.0,0.0625,0.0625,1,0.113265,1,-15.779345
material_0700090_position_2_sensor_1,Plastic_Rubber,58.6159,18.13863384309297,0.0633881804023702,0.0,0.0625,0.0625,1,0.10735,1,-14.159439
material_0700090_position_2_sensor_2,Plastic_Rubber,60.8957,21.003923376723424,0.0076773067299818,0.0,0.0625,0.0625,-1,-0.02894,-1,-243.89276
material_0700090_position_2_sensor_3,Plastic_Rubber,79.1713,19.06498384832216,0.0568131606158085,0.0,0.0,0.0,1,0.088731,1,-27.257029
material_0700090_position_3_sensor_1,Plastic_Rubber,64.4484,18.91265521553271,0.0347036180683205,0.0,0.0,0.0625,1,0.094685,1,-19.940621
material_0700090_position_3_sensor_2,Plastic_Rubber,80.9179,21.492855426351944,-0.021259331597223,0.0,0.0,0.0,1,0.075986,1,-26.408576
material_0700090_position_3_sensor_3,Plastic_Rubber,53.8183,17.45235605415094,0.0296184480953816,0.0,0.125,0.0625,-1,-0.091045,-1,-232.187741
material_0700090_position_4_sensor_1,Plastic_Rubber,79.9699,19.285272064719702,0.0132939421211164,0.0,0.0,0.0,1,0.066977,1,-34.059374
material_0700090_position_4_sensor_2,Plastic_Rubber,59.2462,18.352888461803506,-0.0302807872497968,0.0,0.0625,0.0625,1,0.026322,-1,-45.43994
material_0700090_position_4_sensor_3,Plastic_Rubber,54.4059,17.848309718537966,0.0047650601256111,0.0,0.125,0.0625,1,0.090075,1,-24.734381
material_0700090_position_5_sensor_1,Plastic_Rubber,80.4505,19.92326124549091,0.0025886629391309,0.0,0.0,0.0,1,0.046405,1,-38.03147
material_0700090_position_5_sensor_2,Plastic_Rubber,57.2982,15.565960489188974,-0.0675083103553946,0.0,0.0625,0.0625,1,0.009918,-1,-66.014897
material_0700090_position_5_sensor_3,Plastic_Rubber,64.4811,18.531203459711183,0.0209569945491212,0.0,0.0,0.0625,1,0.07801,1,-25.453788
material_0700100_position_1_sensor_1,Plastic_Rubber,79.2808,18.28317469111361,-0.0259619667202848,0.0,0.0,0.0,1,0.102699,1,-20.043814
material_0700100_position_1_sensor_2,Plastic_Rubber,55.2907,9.709984584926802,-0.0144409466911777,0.0,0.0625,0.0625,-1,-0.038448,-1,-109.003767
material_0700100_position_1_sensor_3,Plastic_Rubber,57.9796,15.610130178371955,0.0259686430887448,0.0,0.0625,0.0625,1,0.122821,1,-8.789223
material_0700100_position_2_sensor_1,Plastic_Rubber,79.1933,18.476796391663143,-0.0374090025658702,0.0,0.0,0.0,1,0.127282,1,-9.354889
material_0700100_position_2_sensor_2,Plastic_Rubber,57.1395,14.05379920935587,-0.0311605487898287,0.0,0.0625,0.0625,1,0.050527,1,-37.297728
material_0700100_position_2_sensor_3,Plastic_Rubber,78.7308,16.666145429791698,-0.011035030190465,0.0,0.0,0.0,1,0.113761,1,-17.573163
material_0700100_position_3_sensor_1,Plastic_Rubber,59.7493,18.426291383643917,-0.0008572623059646,0.0,0.0625,0.0625,1,0.120601,1,-9.101349
material_0700100_position_3_sensor_2,Plastic_Rubber,55.6879,21.36960588274824,-0.0319643171721844,0.0,0.125,0.0625,1,0.133487,1,-6.992466
material_0700100_position_3_sensor_3,Plastic_Rubber,57.9584,16.556306191206325,0.056296396292892,0.0,0.0625,0.0625,1,0.13245,1,-8.058035
material_0700100_position_4_sensor_1,Plastic_Rubber,74.1317,18.02245943682169,0.0273636434717119,0.0,0.0625,0.0,1,0.110075,1,-13.681624
material_0700100_position_4_sensor_2,Plastic_Rubber,52.6611,14.276191521604424,0.0051400569342291,0.0,0.125,0.0625,1,0.107796,1,-16.97138
material_0700100_position_4_sensor_3,Plastic_Rubber,77.4665,13.749852928628226,-0.0012605858098468,0.0,0.0,0.0,1,0.133011,1,-9.126584
material_0700100_position_5_sensor_1,Plastic_Rubber,61.5649,12.447702239620655,-0.0181177699269823,0.0,0.0,0.0625,1,0.083815,1,-24.603341
material_0700100_position_5_sensor_2,Plastic_Rubber,65.6773,21.676693126091884,-0.0420436995761861,0.0,0.0,0.0625,1,0.119761,1,-9.759496
material_0700100_position_5_sensor_3,Plastic_Rubber,61.9619,17.057962682359822,-0.1343921792024133,0.0,0.0,0.0625,1,0.136712,1,-9.228939
material_0700120_position_1_sensor_1,Plastic_Rubber,62.5493,16.001472430693116,0.1205897192861517,0.0,0.0,0.0588235294117647,-1,-0.064808,-1,-118.888299
material_0700120_position_1_sensor_2,Plastic_Rubber,70.6418,21.024942806012067,0.024306225745505,0.0,0.125,0.0,1,0.118365,1,-11.752665
material_0700120_position_1_sensor_3,Plastic_Rubber,61.8539,18.49631109175365,0.18526772014144,0.0,0.0,0.0625,1,0.118142,1,-16.298673
material_0700120_position_2_sensor_1,Plastic_Rubber,63.8645,18.70102809051753,0.0649736503650907,0.0,0.0,0.0625,1,0.039293,-1,-56.403145
material_0700120_position_2_sensor_2,Plastic_Rubber,60.2186,21.593400498513603,0.0683610329222818,0.0,0.0625,0.0625,1,0.113664,1,-12.777051
material_0700120_position_2_sensor_3,Plastic_Rubber,80.091,19.747509601295285,-0.0198323456010016,0.0,0.0,0.0,1,0.089443,1,-19.572462
material_0700120_position_3_sensor_1,Plastic_Rubber,58.732,20.601853360257465,0.1315569725285936,0.0,0.0625,0.0625,1,0.090735,1,-18.167125
material_0700120_position_3_sensor_2,Plastic_Rubber,59.6743,20.9011381522776,0.0814138263378254,0.0,0.0625,0.0625,1,0.110554,1,-11.140833
material_0700120_position_3_sensor_3,Plastic_Rubber,62.5061,18.685410999337503,0.1500028738383354,0.0,0.0,0.0625,1,0.11544,1,-17.651093
material_0700120_position_4_sensor_1,Plastic_Rubber,63.6113,19.64179065585214,0.1097380466835172,0.0,0.0,0.0625,1,0.143649,1,-8.183147
material_0700120_position_4_sensor_2,Plastic_Rubber,63.9372,20.281445007142224,0.1088236538756123,0.0,0.0,0.0625,1,0.130972,1,-9.688372
material_0700120_position_4_sensor_3,Plastic_Rubber,56.0041,17.280424497463134,0.2014995484196284,0.0,0.0625,0.0625,1,0.109325,1,-15.118658
material_0700120_position_5_sensor_1,Plastic_Rubber,59.1486,21.017131352679947,0.1180600952946255,0.0,0.0625,0.0625,1,0.082723,1,-18.935694
material_0700120_position_5_sensor_2,Plastic_Rubber,60.8749,21.57309211407172,0.0264283407373365,0.0,0.0625,0.0625,1,0.121369,1,-8.837134
material_0700120_position_5_sensor_3,Plastic_Rubber,76.6484,18.27358821791183,0.1913791296466475,0.0,0.0,0.0,1,0.120968,1,-14.892106
material_0700140_position_1_sensor_1,Plastic_Rubber,73.2549,19.324807120908865,0.1409779374531923,0.0,0.0588235294117647,0.0,1,0.069425,1,-17.31882
material_0700140_position_1_sensor_2,Plastic_Rubber,77.0199,18.87316437647504,0.1863618754467918,0.0,0.0,0.0,1,0.130936,1,-8.469543
material_0700140_position_1_sensor_3,Plastic_Rubber,74.4685,15.319200650482468,0.2380714885237936,0.0,0.0,0.0,1,0.105079,1,-15.640221
material_0700140_position_2_sensor_1,Plastic_Rubber,77.5439,19.385755493935527,0.1690844726562498,0.0,0.0,0.0,1,0.104314,1,-14.784146
material_0700140_position_2_sensor_2,Plastic_Rubber,61.0473,19.372818262533777,0.26289554770476,0.0,0.0,0.0625,1,0.129998,1,-9.807221
material_0700140_position_2_sensor_3,Plastic_Rubber,73.4144,14.940369874724084,0.292818389693114,0.0,0.0,0.0,1,0.131302,1,-10.687623
material_0700140_position_3_sensor_1,Plastic_Rubber,79.8199,21.216969110588604,0.0819233749489351,0.0,0.0,0.0,1,0.099961,1,-20.108416
material_0700140_position_3_sensor_2,Plastic_Rubber,79.8985,21.79170982537861,0.0945874613842895,0.0,0.0,0.0,1,0.113595,1,-17.17107
material_0700140_position_3_sensor_3,Plastic_Rubber,78.8338,17.480927495978577,0.0295198025173576,0.0,0.0,0.0,1,0.107112,1,-18.14256
material_0700140_position_4_sensor_1,Plastic_Rubber,76.0817,19.164316643076976,0.2543410437091474,0.0,0.0,0.0,1,0.0966,1,-17.076383
material_0700140_position_4_sensor_2,Plastic_Rubber,75.9863,19.511191394545317,0.2709754582822692,0.0,0.0,0.0,1,0.12623,1,-12.970815
material_0700140_position_4_sensor_3,Plastic_Rubber,65.4606,11.969613197251851,0.3877277688419108,0.0,0.0625,0.0,1,0.118622,1,-14.070226
material_0700140_position_5_sensor_1,Plastic_Rubber,74.9617,17.035819551825615,0.2596255201950552,0.0,0.0,0.0,1,0.116034,1,-12.24679
material_0700140_position_5_sensor_2,Plastic_Rubber,75.7389,19.505303366874923,0.2863725569980586,0.0,0.0,0.0,1,0.124236,1,-13.052705
material_0700140_position_5_sensor_3,Plastic_Rubber,73.6119,15.242748131023207,0.2896474497676671,0.0,0.0,0.0,1,0.131855,1,-11.793853
material_0700140_position_6_sensor_1,Plastic_Rubber,54.0657,18.42282352929654,0.0437856078303703,0.0,0.125,0.0625,1,0.127199,1,-10.306986
material_0700140_position_6_sensor_2,Plastic_Rubber,81.4344,22.187536697571648,-0.0100328281377666,0.0,0.0,0.0,1,0.11281,1,-15.021715
material_0700140_position_6_sensor_3,Plastic_Rubber,78.0482,17.489637598684165,-0.0792419800602534,0.0,0.0,0.0,1,0.115876,1,-11.123866
material_0700160_position_1_sensor_1,Plastic_Rubber,76.8695,19.32957117604448,0.2098185833035483,0.0,0.0,0.0,1,0.057949,1,-27.97939
material_0700160_position_1_sensor_2,Plastic_Rubber,77.2751,20.086075310044947,0.207466938891441,0.0,0.0,0.0,1,0.113747,1,-12.391219
material_0700160_position_1_sensor_3,Plastic_Rubber,57.8028,16.034359367631502,0.3648375762739986,0.0,0.0,0.0625,1,0.129118,1,-11.144806
material_0700160_position_2_sensor_1,Plastic_Rubber,60.5155,19.092908955734654,0.2877955043019794,0.0,0.0,0.0625,1,0.095783,1,-18.130853
material_0700160_position_2_sensor_2,Plastic_Rubber,54.9589,19.14874248264951,0.3245428171594165,0.0,0.0625,0.0625,1,0.124737,1,-10.700995
material_0700160_position_2_sensor_3,Plastic_Rubber,53.1764,16.42587025527162,0.3533183482051645,0.0,0.0625,0.0625,1,0.119503,1,-11.449299
material_0700160_position_3_sensor_1,Plastic_Rubber,51.1787,19.3417392726724,0.2536756599775298,0.0,0.125,0.0625,1,0.101643,1,-17.139259
material_0700160_position_3_sensor_2,Plastic_Rubber,71.1124,19.51140450172263,0.2630454213260805,0.0,0.0625,0.0,1,0.135249,1,-10.791263
material_0700160_position_3_sensor_3,Plastic_Rubber,66.9444,15.63301139140516,0.4065743942759365,0.0,0.0625,0.0,1,0.13381,1,-9.0015
material_0700160_position_4_sensor_1,Plastic_Rubber,57.2102,20.120845722160688,0.2126188613791839,0.0,0.0625,0.0625,1,0.083512,1,-20.528967
material_0700160_position_4_sensor_2,Plastic_Rubber,62.52,20.168592358610184,0.1945789515676048,0.0,0.0,0.0625,1,0.107196,1,-10.275683
material_0700160_position_4_sensor_3,Plastic_Rubber,54.6231,17.23492462750639,0.2870429432189506,0.0,0.0625,0.0625,1,0.104591,1,-14.960357
material_0700170_position_1_sensor_1,Plastic_Rubber,78.592,18.050740035162192,-0.0622034999872351,0.0,0.0,0.0,1,0.125307,1,-7.05673
material_0700170_position_1_sensor_2,Plastic_Rubber,60.9156,21.05215571641901,0.0079028894761005,0.0,0.0625,0.0625,1,0.103089,1,-12.252804
material_0700170_position_1_sensor_3,Plastic_Rubber,57.2897,16.246864093085744,0.0889055223651947,0.0,0.0625,0.0625,1,0.117031,1,-13.780156
material_0700170_position_2_sensor_1,Plastic_Rubber,59.2924,18.503848059202944,0.0319950134676286,0.0,0.0625,0.0625,1,0.116386,1,-12.097701
material_0700170_position_2_sensor_2,Plastic_Rubber,81.1369,21.703558636941597,-0.0139340437346824,0.0,0.0,0.0,1,0.129449,1,-10.058352
material_0700170_position_2_sensor_3,Plastic_Rubber,58.7991,17.083758244962375,-0.0195347142437719,0.0,0.0625,0.0625,1,0.103374,1,-16.442287
material_0700170_position_3_sensor_1,Plastic_Rubber,78.4641,18.0279038354334,0.0695504270067396,0.0,0.0,0.0,1,0.141397,1,-9.314827
